Platform,Market,URL,ReportName
Facebook,US_one,https://fb.me/aFqkwDgbT2yAmb,NDP_AccountantsH1_US
Facebook,US_two,https://fb.me/1GvaVaJtfe2CTsU,NDP_C4L_US
Facebook,US_three,https://fb.me/1PWPqATGucJ29xq,NDP_Facebook_50US 
Facebook,MEA_one,https://fb.me/2lSxYXtlMHmfePU,NDP_SADC_MEA
Facebook,MEA_two,https://fb.me/aDqXgI9ifdZGeB,NDP_LGBS_MEA
Facebook,MEA_three,https://fb.me/aQ0zMZKaT22KaL,SSCA_SAGE_MEA 
Facebook,MEA_four,https://fb.me/2egSi0zVRo0MMe7,Sage_ACCTS_MEA  
Facebook,MEA_five,https://fb.me/2pPvDggrP1qbQ84,NDP Sage Shop
Facebook,PT_Four,https://fb.me/2duvypFmdaqC7Q1,SAGE Gestiao PT NDP
